element,ion,wave_A,teff_K,logg,feh,delta_nlte
Fe,I,5845.27,5400,4.6,0.2,0.004
Fe,I,5849.684,5400,4.6,0.2,0.004
Fe,I,5806.73,5400,4.6,0.35,0.004
Fe,I,5807.79,5400,4.6,0.35,0.003
Fe,I,5809.25,5400,4.6,0.35,0.001
Fe,I,5811.93,5400,4.6,0.35,0.003
Fe,I,5814.8,5400,4.6,0.35,0.003
Fe,I,5826.64,5400,4.6,0.35,0.003
Fe,I,5835.1,5400,4.6,0.35,0.003
Fe,I,5837.71,5400,4.6,0.35,0.001
Fe,I,5845.27,5400,4.6,0.35,0.003
Fe,I,5849.684,5400,4.6,0.35,0.004
Fe,I,5806.73,5800,4.0,-0.2,0.02
Fe,I,5807.79,5800,4.0,-0.2,0.013
Fe,I,5809.25,5800,4.0,-0.2,0.002
Fe,I,5811.93,5800,4.0,-0.2,0.016
Fe,I,5814.8,5800,4.0,-0.2,0.017
Fe,I,5826.64,5800,4.0,-0.2,0.017
Fe,I,5835.1,5800,4.0,-0.2,0.018
Fe,I,5837.71,5800,4.0,-0.2,0.006
Fe,I,5845.27,5800,4.0,-0.2,0.019
Fe,I,5849.684,5800,4.0,-0.2,0.018
Fe,I,5806.73,5800,4.0,0.0,0.018
Fe,I,5807.79,5800,4.0,0.0,0.011
Fe,I,5809.25,5800,4.0,0.0,0.003
Fe,I,5811.93,5800,4.0,0.0,0.014
Fe,I,5814.8,5800,4.0,0.0,0.015
Fe,I,5826.64,5800,4.0,0.0,0.015
Fe,I,5835.1,5800,4.0,0.0,0.016
Fe,I,5837.71,5800,4.0,0.0,0.005
Fe,I,5845.27,5800,4.0,0.0,0.016
Fe,I,5849.684,5800,4.0,0.0,0.015
Fe,I,5806.73,5800,4.0,0.2,0.017
Fe,I,5807.79,5800,4.0,0.2,0.01
Fe,I,5809.25,5800,4.0,0.2,0.003
Fe,I,5811.93,5800,4.0,0.2,0.012
Fe,I,5814.8,5800,4.0,0.2,0.014
Fe,I,5826.64,5800,4.0,0.2,0.013
Fe,I,5835.1,5800,4.0,0.2,0.014
Fe,I,5837.71,5800,4.0,0.2,0.005
Fe,I,5845.27,5800,4.0,0.2,0.015
Fe,I,5849.684,5800,4.0,0.2,0.014
Fe,I,5806.73,5800,4.0,0.35,0.016
Fe,I,5807.79,5800,4.0,0.35,0.009
Fe,I,5809.25,5800,4.0,0.35,0.003
Fe,I,5811.93,5800,4.0,0.35,0.011
Fe,I,5814.8,5800,4.0,0.35,0.013
Fe,I,5826.64,5800,4.0,0.35,0.012
Fe,I,5835.1,5800,4.0,0.35,0.013
Fe,I,5837.71,5800,4.0,0.35,0.005
Fe,I,5845.27,5800,4.0,0.35,0.014
Fe,I,5849.684,5800,4.0,0.35,0.013
Fe,I,5806.73,5800,4.3,-0.2,0.015
Fe,I,5807.79,5800,4.3,-0.2,0.01
Fe,I,5809.25,5800,4.3,-0.2,0.002
Fe,I,5811.93,5800,4.3,-0.2,0.012
Fe,I,5814.8,5800,4.3,-0.2,0.013
Fe,I,5826.64,5800,4.3,-0.2,0.013
Fe,I,5835.1,5800,4.3,-0.2,0.013
Fe,I,5837.71,5800,4.3,-0.2,0.004
Fe,I,5845.27,5800,4.3,-0.2,0.014
Fe,I,5849.684,5800,4.3,-0.2,0.014
Fe,I,5806.73,5800,4.3,0.0,0.014
Fe,I,5807.79,5800,4.3,0.0,0.009
Fe,I,5809.25,5800,4.3,0.0,0.002
Fe,I,5811.93,5800,4.3,0.0,0.011
Fe,I,5814.8,5800,4.3,0.0,0.012
Fe,I,5826.64,5800,4.3,0.0,0.011
Fe,I,5835.1,5800,4.3,0.0,0.012
Fe,I,5837.71,5800,4.3,0.0,0.004
Fe,I,5845.27,5800,4.3,0.0,0.012
Fe,I,5849.684,5800,4.3,0.0,0.012
Fe,I,5806.73,5800,4.3,0.2,0.013
Fe,I,5807.79,5800,4.3,0.2,0.008
Fe,I,5809.25,5800,4.3,0.2,0.002
Fe,I,5811.93,5800,4.3,0.2,0.009
Fe,I,5814.8,5800,4.3,0.2,0.011
Fe,I,5826.64,5800,4.3,0.2,0.01
Fe,I,5835.1,5800,4.3,0.2,0.011
Fe,I,5837.71,5800,4.3,0.2,0.004
Fe,I,5845.27,5800,4.3,0.2,0.011
Fe,I,5849.684,5800,4.3,0.2,0.011
Fe,I,5806.73,5800,4.3,0.35,0.012
Fe,I,5807.79,5800,4.3,0.35,0.007
Fe,I,5809.25,5800,4.3,0.35,0.003
Fe,I,5811.93,5800,4.3,0.35,0.009
Fe,I,5814.8,5800,4.3,0.35,0.01
Fe,I,5826.64,5800,4.3,0.35,0.009
Fe,I,5835.1,5800,4.3,0.35,0.01
Fe,I,5837.71,5800,4.3,0.35,0.004
Fe,I,5845.27,5800,4.3,0.35,0.01
Fe,I,5849.684,5800,4.3,0.35,0.01
Fe,I,5806.73,5800,4.5,-0.2,0.012
Fe,I,5807.79,5800,4.5,-0.2,0.008
Fe,I,5809.25,5800,4.5,-0.2,0.001
Fe,I,5811.93,5800,4.5,-0.2,0.01
Fe,I,5814.8,5800,4.5,-0.2,0.011
Fe,I,5826.64,5800,4.5,-0.2,0.011
Fe,I,5835.1,5800,4.5,-0.2,0.011
Fe,I,5837.71,5800,4.5,-0.2,0.004
Fe,I,5845.27,5800,4.5,-0.2,0.012
Fe,I,5849.684,5800,4.5,-0.2,0.011
Fe,I,5806.73,5800,4.5,0.0,0.011
Fe,I,5807.79,5800,4.5,0.0,0.007
Fe,I,5809.25,5800,4.5,0.0,0.002
Fe,I,5811.93,5800,4.5,0.0,0.009
Fe,I,5814.8,5800,4.5,0.0,0.01
Fe,I,5826.64,5800,4.5,0.0,0.009
Fe,I,5835.1,5800,4.5,0.0,0.01
Fe,I,5837.71,5800,4.5,0.0,0.003
Fe,I,5845.27,5800,4.5,0.0,0.01
Fe,I,5849.684,5800,4.5,0.0,0.01
Fe,I,5806.73,5800,4.5,0.2,0.01
Fe,I,5807.79,5800,4.5,0.2,0.006
Fe,I,5809.25,5800,4.5,0.2,0.002
Fe,I,5811.93,5800,4.5,0.2,0.008
Fe,I,5814.8,5800,4.5,0.2,0.009
Fe,I,5826.64,5800,4.5,0.2,0.008
Fe,I,5835.1,5800,4.5,0.2,0.009
Fe,I,5837.71,5800,4.5,0.2,0.003
Fe,I,5845.27,5800,4.5,0.2,0.009
Fe,I,5849.684,5800,4.5,0.2,0.009
Fe,I,5806.73,5800,4.5,0.35,0.01
Fe,I,5807.79,5800,4.5,0.35,0.006
Fe,I,5809.25,5800,4.5,0.35,0.002
Fe,I,5811.93,5800,4.5,0.35,0.007
Fe,I,5814.8,5800,4.5,0.35,0.008
Fe,I,5826.64,5800,4.5,0.35,0.008
Fe,I,5835.1,5800,4.5,0.35,0.008
Fe,I,5837.71,5800,4.5,0.35,0.003
Fe,I,5845.27,5800,4.5,0.35,0.008
Fe,I,5849.684,5800,4.5,0.35,0.009
Fe,I,5806.73,5800,4.6,-0.2,0.011
Fe,I,5807.79,5800,4.6,-0.2,0.007
Fe,I,5809.25,5800,4.6,-0.2,0.001
Fe,I,5811.93,5800,4.6,-0.2,0.009
Fe,I,5814.8,5800,4.6,-0.2,0.01
Fe,I,5826.64,5800,4.6,-0.2,0.01
Fe,I,5835.1,5800,4.6,-0.2,0.01
Fe,I,5837.71,5800,4.6,-0.2,0.003
Fe,I,5845.27,5800,4.6,-0.2,0.01
Fe,I,5849.684,5800,4.6,-0.2,0.01
Fe,I,5806.73,5800,4.6,0.0,0.01
Fe,I,5807.79,5800,4.6,0.0,0.007
Fe,I,5809.25,5800,4.6,0.0,0.001
Fe,I,5811.93,5800,4.6,0.0,0.008
Fe,I,5814.8,5800,4.6,0.0,0.009
Fe,I,5826.64,5800,4.6,0.0,0.008
Fe,I,5835.1,5800,4.6,0.0,0.009
Fe,I,5837.71,5800,4.6,0.0,0.003
Fe,I,5845.27,5800,4.6,0.0,0.009
Fe,I,5849.684,5800,4.6,0.0,0.009
Fe,I,5806.73,5800,4.6,0.2,0.009
Fe,I,5807.79,5800,4.6,0.2,0.006
Fe,I,5809.25,5800,4.6,0.2,0.002
Fe,I,5811.93,5800,4.6,0.2,0.007
Fe,I,5814.8,5800,4.6,0.2,0.008
Fe,I,5826.64,5800,4.6,0.2,0.008
Fe,I,5835.1,5800,4.6,0.2,0.008
Fe,I,5837.71,5800,4.6,0.2,0.003
Fe,I,5845.27,5800,4.6,0.2,0.008
Fe,I,5849.684,5800,4.6,0.2,0.008
Fe,I,5806.73,5800,4.6,0.35,0.009
Fe,I,5807.79,5800,4.6,0.35,0.005
Fe,I,5809.25,5800,4.6,0.35,0.002
Fe,I,5811.93,5800,4.6,0.35,0.006
Fe,I,5814.8,5800,4.6,0.35,0.007
Fe,I,5826.64,5800,4.6,0.35,0.007
Fe,I,5835.1,5800,4.6,0.35,0.007
Fe,I,5837.71,5800,4.6,0.35,0.003
Fe,I,5845.27,5800,4.6,0.35,0.008
Fe,I,5849.684,5800,4.6,0.35,0.008
Fe,I,5806.73,6200,4.0,-0.2,0.029
Fe,I,5807.79,6200,4.0,-0.2,0.017
Fe,I,5809.25,6200,4.0,-0.2,0.003
Fe,I,5811.93,6200,4.0,-0.2,0.023
Fe,I,5814.8,6200,4.0,-0.2,0.025
Fe,I,5826.64,6200,4.0,-0.2,
Fe,I,5835.1,6200,4.0,-0.2,0.026
Fe,I,5837.71,6200,4.0,-0.2,0.008
Fe,I,5845.27,6200,4.0,-0.2,0.028
Fe,I,5849.684,6200,4.0,-0.2,0.025
Fe,I,5806.73,6200,4.0,0.0,0.025
Fe,I,5807.79,6200,4.0,0.0,0.014
Fe,I,5809.25,6200,4.0,0.0,0.003
Fe,I,5811.93,6200,4.0,0.0,0.019
Fe,I,5814.8,6200,4.0,0.0,0.021
Fe,I,5826.64,6200,4.0,0.0,0.02
Fe,I,5835.1,6200,4.0,0.0,0.022
Fe,I,5837.71,6200,4.0,0.0,0.007
Fe,I,5845.27,6200,4.0,0.0,0.023
Fe,I,5849.684,6200,4.0,0.0,0.021
Fe,I,5806.73,6200,4.0,0.2,0.022
Fe,I,5807.79,6200,4.0,0.2,0.012
Fe,I,5809.25,6200,4.0,0.2,0.003
Fe,I,5811.93,6200,4.0,0.2,0.016
Fe,I,5814.8,6200,4.0,0.2,0.018
Fe,I,5826.64,6200,4.0,0.2,0.018
Fe,I,5835.1,6200,4.0,0.2,0.019
Fe,I,5837.71,6200,4.0,0.2,0.006
Fe,I,5845.27,6200,4.0,0.2,0.02
Fe,I,5849.684,6200,4.0,0.2,0.018
Fe,I,5806.73,6200,4.0,0.35,0.021
Fe,I,5807.79,6200,4.0,0.35,0.011
Fe,I,5809.25,6200,4.0,0.35,0.003
Fe,I,5811.93,6200,4.0,0.35,0.014
Fe,I,5814.8,6200,4.0,0.35,0.017
Fe,I,5826.64,6200,4.0,0.35,0.016
Fe,I,5835.1,6200,4.0,0.35,0.017
Fe,I,5837.71,6200,4.0,0.35,0.006
Fe,I,5845.27,6200,4.0,0.35,0.018
Fe,I,5849.684,6200,4.0,0.35,0.016
Fe,I,5806.73,6200,4.3,-0.2,0.022
Fe,I,5807.79,6200,4.3,-0.2,0.013
Fe,I,5809.25,6200,4.3,-0.2,0.002
Fe,I,5811.93,6200,4.3,-0.2,0.018
Fe,I,5814.8,6200,4.3,-0.2,0.019
Fe,I,5826.64,6200,4.3,-0.2,
Fe,I,5835.1,6200,4.3,-0.2,0.02
Fe,I,5837.71,6200,4.3,-0.2,0.006
Fe,I,5845.27,6200,4.3,-0.2,0.021
Fe,I,5849.684,6200,4.3,-0.2,0.019
Fe,I,5806.73,6200,4.3,0.0,0.019
Fe,I,5807.79,6200,4.3,0.0,0.011
Fe,I,5809.25,6200,4.3,0.0,0.002
Fe,I,5811.93,6200,4.3,0.0,0.015
Fe,I,5814.8,6200,4.3,0.0,0.016
Fe,I,5826.64,6200,4.3,0.0,0.016
Fe,I,5835.1,6200,4.3,0.0,0.017
Fe,I,5837.71,6200,4.3,0.0,0.006
Fe,I,5845.27,6200,4.3,0.0,0.018
Fe,I,5849.684,6200,4.3,0.0,0.016
Fe,I,5806.73,6200,4.3,0.2,0.018
Fe,I,5807.79,6200,4.3,0.2,0.01
Fe,I,5809.25,6200,4.3,0.2,0.002
Fe,I,5811.93,6200,4.3,0.2,0.013
Fe,I,5814.8,6200,4.3,0.2,0.015
Fe,I,5826.64,6200,4.3,0.2,0.014
Fe,I,5835.1,6200,4.3,0.2,0.015
Fe,I,5837.71,6200,4.3,0.2,0.005
Fe,I,5845.27,6200,4.3,0.2,0.016
Fe,I,5849.684,6200,4.3,0.2,0.015
Fe,I,5806.73,6200,4.3,0.35,0.016
Fe,I,5807.79,6200,4.3,0.35,0.009
Fe,I,5809.25,6200,4.3,0.35,0.003
Fe,I,5811.93,6200,4.3,0.35,0.012
Fe,I,5814.8,6200,4.3,0.35,0.013
Fe,I,5826.64,6200,4.3,0.35,0.013
Fe,I,5835.1,6200,4.3,0.35,0.014
Fe,I,5837.71,6200,4.3,0.35,0.005
Fe,I,5845.27,6200,4.3,0.35,0.014
Fe,I,5849.684,6200,4.3,0.35,0.013
Fe,I,5806.73,6200,4.5,-0.2,0.018
Fe,I,5807.79,6200,4.5,-0.2,0.011
Fe,I,5809.25,6200,4.5,-0.2,0.002
Fe,I,5811.93,6200,4.5,-0.2,0.015
Fe,I,5814.8,6200,4.5,-0.2,0.016
Fe,I,5826.64,6200,4.5,-0.2,
Fe,I,5835.1,6200,4.5,-0.2,0.016
Fe,I,5837.71,6200,4.5,-0.2,0.005
Fe,I,5845.27,6200,4.5,-0.2,0.017
Fe,I,5849.684,6200,4.5,-0.2,0.016
Fe,I,5806.73,6200,4.5,0.0,0.016
Fe,I,5807.79,6200,4.5,0.0,0.01
Fe,I,5809.25,6200,4.5,0.0,0.002
Fe,I,5811.93,6200,4.5,0.0,0.013
Fe,I,5814.8,6200,4.5,0.0,0.014
Fe,I,5826.64,6200,4.5,0.0,0.013
Fe,I,5835.1,6200,4.5,0.0,0.014
Fe,I,5837.71,6200,4.5,0.0,0.005
Fe,I,5845.27,6200,4.5,0.0,0.015
Fe,I,5849.684,6200,4.5,0.0,0.014
Fe,I,5806.73,6200,4.5,0.2,0.015
Fe,I,5807.79,6200,4.5,0.2,0.008
Fe,I,5809.25,6200,4.5,0.2,0.002
Fe,I,5811.93,6200,4.5,0.2,0.011
Fe,I,5814.8,6200,4.5,0.2,0.012
Fe,I,5826.64,6200,4.5,0.2,0.012
Fe,I,5835.1,6200,4.5,0.2,0.013
Fe,I,5837.71,6200,4.5,0.2,0.004
Fe,I,5845.27,6200,4.5,0.2,0.013
Fe,I,5849.684,6200,4.5,0.2,0.012
Fe,I,5806.73,6200,4.5,0.35,0.014
Fe,I,5807.79,6200,4.5,0.35,0.008
Fe,I,5809.25,6200,4.5,0.35,0.002
Fe,I,5811.93,6200,4.5,0.35,0.01
Fe,I,5814.8,6200,4.5,0.35,0.011
Fe,I,5826.64,6200,4.5,0.35,0.011
Fe,I,5835.1,6200,4.5,0.35,0.012
Fe,I,5837.71,6200,4.5,0.35,0.004
Fe,I,5845.27,6200,4.5,0.35,0.012
Fe,I,5849.684,6200,4.5,0.35,0.011
Fe,I,5806.73,6200,4.6,-0.2,0.016
Fe,I,5807.79,6200,4.6,-0.2,0.01
Fe,I,5809.25,6200,4.6,-0.2,0.001
Fe,I,5811.93,6200,4.6,-0.2,0.013
Fe,I,5814.8,6200,4.6,-0.2,0.015
Fe,I,5826.64,6200,4.6,-0.2,
Fe,I,5835.1,6200,4.6,-0.2,0.015
Fe,I,5837.71,6200,4.6,-0.2,0.005
Fe,I,5845.27,6200,4.6,-0.2,0.016
Fe,I,5849.684,6200,4.6,-0.2,0.015
Fe,I,5806.73,6200,4.6,0.0,0.015
Fe,I,5807.79,6200,4.6,0.0,0.009
Fe,I,5809.25,6200,4.6,0.0,0.001
Fe,I,5811.93,6200,4.6,0.0,0.011
Fe,I,5814.8,6200,4.6,0.0,0.013
Fe,I,5826.64,6200,4.6,0.0,0.012
Fe,I,5835.1,6200,4.6,0.0,0.013
Fe,I,5837.71,6200,4.6,0.0,0.004
Fe,I,5845.27,6200,4.6,0.0,0.013
Fe,I,5849.684,6200,4.6,0.0,0.013
Fe,I,5806.73,6200,4.6,0.2,0.013
Fe,I,5807.79,6200,4.6,0.2,0.008
Fe,I,5809.25,6200,4.6,0.2,0.002
Fe,I,5811.93,6200,4.6,0.2,0.01
Fe,I,5814.8,6200,4.6,0.2,0.011
Fe,I,5826.64,6200,4.6,0.2,0.011
Fe,I,5835.1,6200,4.6,0.2,0.012
Fe,I,5837.71,6200,4.6,0.2,0.004
Fe,I,5845.27,6200,4.6,0.2,0.012
Fe,I,5849.684,6200,4.6,0.2,0.011
Fe,I,5806.73,6200,4.6,0.35,0.013
Fe,I,5807.79,6200,4.6,0.35,0.007
Fe,I,5809.25,6200,4.6,0.35,0.002
Fe,I,5811.93,6200,4.6,0.35,0.009
Fe,I,5814.8,6200,4.6,0.35,0.01
Fe,I,5826.64,6200,4.6,0.35,0.01
Fe,I,5835.1,6200,4.6,0.35,0.011
Fe,I,5837.71,6200,4.6,0.35,0.004
Fe,I,5845.27,6200,4.6,0.35,0.011
Fe,I,5849.684,6200,4.6,0.35,0.011
Fe,I,5806.73,6600,4.0,-0.2,0.041
Fe,I,5807.79,6600,4.0,-0.2,0.023
Fe,I,5809.25,6600,4.0,-0.2,0.003
Fe,I,5811.93,6600,4.0,-0.2,0.034
Fe,I,5814.8,6600,4.0,-0.2,0.038
Fe,I,5826.64,6600,4.0,-0.2,
Fe,I,5835.1,6600,4.0,-0.2,0.039
Fe,I,5837.71,6600,4.0,-0.2,0.013
Fe,I,5845.27,6600,4.0,-0.2,0.042
Fe,I,5849.684,6600,4.0,-0.2,0.037
Fe,I,5806.73,6600,4.0,0.0,0.034
Fe,I,5807.79,6600,4.0,0.0,0.019
Fe,I,5809.25,6600,4.0,0.0,0.003
Fe,I,5811.93,6600,4.0,0.0,0.027
Fe,I,5814.8,6600,4.0,0.0,0.03
Fe,I,5826.64,6600,4.0,0.0,
Fe,I,5835.1,6600,4.0,0.0,0.032
Fe,I,5837.71,6600,4.0,0.0,0.01
Fe,I,5845.27,6600,4.0,0.0,0.034
Fe,I,5849.684,6600,4.0,0.0,0.029
Fe,I,5806.73,6600,4.0,0.2,0.03
Fe,I,5807.79,6600,4.0,0.2,0.016
Fe,I,5809.25,6600,4.0,0.2,0.003
Fe,I,5811.93,6600,4.0,0.2,0.022
Fe,I,5814.8,6600,4.0,0.2,0.025
Fe,I,5826.64,6600,4.0,0.2,0.024
Fe,I,5835.1,6600,4.0,0.2,0.026
Fe,I,5837.71,6600,4.0,0.2,0.009
Fe,I,5845.27,6600,4.0,0.2,0.028
Fe,I,5849.684,6600,4.0,0.2,0.024
Fe,I,5806.73,6600,4.0,0.35,0.026
Fe,I,5807.79,6600,4.0,0.35,0.013
Fe,I,5809.25,6600,4.0,0.35,0.003
Fe,I,5811.93,6600,4.0,0.35,0.019
Fe,I,5814.8,6600,4.0,0.35,0.021
Fe,I,5826.64,6600,4.0,0.35,0.021
Fe,I,5835.1,6600,4.0,0.35,0.023
Fe,I,5837.71,6600,4.0,0.35,0.008
Fe,I,5845.27,6600,4.0,0.35,0.024
Fe,I,5849.684,6600,4.0,0.35,0.02
Fe,I,5806.73,6600,4.3,-0.2,0.033
Fe,I,5807.79,6600,4.3,-0.2,0.019
Fe,I,5809.25,6600,4.3,-0.2,0.002
Fe,I,5811.93,6600,4.3,-0.2,0.027
Fe,I,5814.8,6600,4.3,-0.2,0.03
Fe,I,5826.64,6600,4.3,-0.2,
Fe,I,5835.1,6600,4.3,-0.2,0.031
Fe,I,5837.71,6600,4.3,-0.2,0.01
Fe,I,5845.27,6600,4.3,-0.2,0.033
Fe,I,5849.684,6600,4.3,-0.2,0.029
Fe,I,5806.73,6600,4.3,0.0,0.027
Fe,I,5807.79,6600,4.3,0.0,0.015
Fe,I,5809.25,6600,4.3,0.0,0.002
Fe,I,5811.93,6600,4.3,0.0,0.021
Fe,I,5814.8,6600,4.3,0.0,0.024
Fe,I,5826.64,6600,4.3,0.0,
Fe,I,5835.1,6600,4.3,0.0,0.025
Fe,I,5837.71,6600,4.3,0.0,0.008
Fe,I,5845.27,6600,4.3,0.0,0.026
Fe,I,5849.684,6600,4.3,0.0,0.023
Fe,I,5806.73,6600,4.3,0.2,0.024
Fe,I,5807.79,6600,4.3,0.2,0.013
Fe,I,5809.25,6600,4.3,0.2,0.002
Fe,I,5811.93,6600,4.3,0.2,0.018
Fe,I,5814.8,6600,4.3,0.2,0.02
Fe,I,5826.64,6600,4.3,0.2,0.02
Fe,I,5835.1,6600,4.3,0.2,0.021
Fe,I,5837.71,6600,4.3,0.2,0.007
Fe,I,5845.27,6600,4.3,0.2,0.022
Fe,I,5849.684,6600,4.3,0.2,0.019
Fe,I,5806.73,6600,4.3,0.35,0.021
Fe,I,5807.79,6600,4.3,0.35,0.011
Fe,I,5809.25,6600,4.3,0.35,0.002
Fe,I,5811.93,6600,4.3,0.35,0.015
Fe,I,5814.8,6600,4.3,0.35,0.017
Fe,I,5826.64,6600,4.3,0.35,0.017
Fe,I,5835.1,6600,4.3,0.35,0.018
Fe,I,5837.71,6600,4.3,0.35,0.006
Fe,I,5845.27,6600,4.3,0.35,0.019
Fe,I,5849.684,6600,4.3,0.35,0.017
Fe,I,5806.73,6600,4.5,-0.2,0.027
Fe,I,5807.79,6600,4.5,-0.2,0.016
Fe,I,5809.25,6600,4.5,-0.2,0.002
Fe,I,5811.93,6600,4.5,-0.2,0.023
Fe,I,5814.8,6600,4.5,-0.2,0.025
Fe,I,5826.64,6600,4.5,-0.2,
Fe,I,5835.1,6600,4.5,-0.2,0.026
Fe,I,5837.71,6600,4.5,-0.2,0.008
Fe,I,5845.27,6600,4.5,-0.2,0.027
Fe,I,5849.684,6600,4.5,-0.2,0.024
Fe,I,5806.73,6600,4.5,0.0,0.023
Fe,I,5807.79,6600,4.5,0.0,0.013
Fe,I,5809.25,6600,4.5,0.0,0.002
Fe,I,5811.93,6600,4.5,0.0,0.018
Fe,I,5814.8,6600,4.5,0.0,0.02
Fe,I,5826.64,6600,4.5,0.0,
Fe,I,5835.1,6600,4.5,0.0,0.021
Fe,I,5837.71,6600,4.5,0.0,0.007
Fe,I,5845.27,6600,4.5,0.0,0.022
Fe,I,5849.684,6600,4.5,0.0,0.019
Fe,I,5806.73,6600,4.5,0.2,0.02
Fe,I,5807.79,6600,4.5,0.2,0.011
Fe,I,5809.25,6600,4.5,0.2,0.002
Fe,I,5811.93,6600,4.5,0.2,0.015
Fe,I,5814.8,6600,4.5,0.2,0.017
Fe,I,5826.64,6600,4.5,0.2,0.016
Fe,I,5835.1,6600,4.5,0.2,0.017
Fe,I,5837.71,6600,4.5,0.2,0.006
Fe,I,5845.27,6600,4.5,0.2,0.018
Fe,I,5849.684,6600,4.5,0.2,0.016
Fe,I,5806.73,6600,4.5,0.35,0.018
Fe,I,5807.79,6600,4.5,0.35,0.009
Fe,I,5809.25,6600,4.5,0.35,0.002
Fe,I,5811.93,6600,4.5,0.35,0.013
Fe,I,5814.8,6600,4.5,0.35,0.015
Fe,I,5826.64,6600,4.5,0.35,0.014
Fe,I,5835.1,6600,4.5,0.35,0.015
Fe,I,5837.71,6600,4.5,0.35,0.005
Fe,I,5845.27,6600,4.5,0.35,0.016
Fe,I,5849.684,6600,4.5,0.35,0.015
Fe,I,5806.73,6600,4.6,-0.2,0.024
Fe,I,5807.79,6600,4.6,-0.2,0.014
Fe,I,5809.25,6600,4.6,-0.2,0.002
Fe,I,5811.93,6600,4.6,-0.2,0.02
Fe,I,5814.8,6600,4.6,-0.2,0.022
Fe,I,5826.64,6600,4.6,-0.2,
Fe,I,5835.1,6600,4.6,-0.2,0.023
Fe,I,5837.71,6600,4.6,-0.2,0.007
Fe,I,5845.27,6600,4.6,-0.2,0.024
Fe,I,5849.684,6600,4.6,-0.2,0.022
Fe,I,5806.73,6600,4.6,0.0,0.021
Fe,I,5807.79,6600,4.6,0.0,0.012
Fe,I,5809.25,6600,4.6,0.0,0.002
Fe,I,5811.93,6600,4.6,0.0,0.016
Fe,I,5814.8,6600,4.6,0.0,0.018
Fe,I,5826.64,6600,4.6,0.0,
Fe,I,5835.1,6600,4.6,0.0,0.019
Fe,I,5837.71,6600,4.6,0.0,0.006
Fe,I,5845.27,6600,4.6,0.0,0.02
Fe,I,5849.684,6600,4.6,0.0,0.018
Fe,I,5806.73,6600,4.6,0.2,0.018
Fe,I,5807.79,6600,4.6,0.2,0.01
Fe,I,5809.25,6600,4.6,0.2,0.002
Fe,I,5811.93,6600,4.6,0.2,0.014
Fe,I,5814.8,6600,4.6,0.2,0.015
Fe,I,5826.64,6600,4.6,0.2,0.015
Fe,I,5835.1,6600,4.6,0.2,0.016
Fe,I,5837.71,6600,4.6,0.2,0.005
Fe,I,5845.27,6600,4.6,0.2,0.017
Fe,I,5849.684,6600,4.6,0.2,0.015
Fe,I,5806.73,6600,4.6,0.35,0.017
Fe,I,5807.79,6600,4.6,0.35,0.009
Fe,I,5809.25,6600,4.6,0.35,0.002
Fe,I,5811.93,6600,4.6,0.35,0.012
Fe,I,5814.8,6600,4.6,0.35,0.014
Fe,I,5826.64,6600,4.6,0.35,0.013
Fe,I,5835.1,6600,4.6,0.35,0.014
Fe,I,5837.71,6600,4.6,0.35,0.005
Fe,I,5845.27,6600,4.6,0.35,0.015
Fe,I,5849.684,6600,4.6,0.35,0.013
Fe,I,5855.077,5000,4.0,-0.2,0.0
Fe,I,5858.778,5000,4.0,-0.2,0.003
Fe,I,5859.586,5000,4.0,-0.2,0.003
Fe,I,5861.11,5000,4.0,-0.2,0.004
Fe,I,5862.357,5000,4.0,-0.2,0.001
Fe,I,5877.77,5000,4.0,-0.2,0.004
Fe,I,5905.672,5000,4.0,-0.2,0.004
Fe,I,5916.25,5000,4.0,-0.2,0.001
Fe,I,5927.789,5000,4.0,-0.2,0.001
Fe,I,5930.18,5000,4.0,-0.2,0.001
Fe,I,5855.077,5000,4.0,0.0,0.0
Fe,I,5858.778,5000,4.0,0.0,0.001
Fe,I,5859.586,5000,4.0,0.0,0.002
Fe,I,5861.11,5000,4.0,0.0,0.003
Fe,I,5862.357,5000,4.0,0.0,-0.0
Fe,I,5877.77,5000,4.0,0.0,0.004
Fe,I,5905.672,5000,4.0,0.0,0.003
Fe,I,5916.25,5000,4.0,0.0,0.001
Fe,I,5927.789,5000,4.0,0.0,0.001
Fe,I,5930.18,5000,4.0,0.0,0.0
Fe,I,5855.077,5000,4.0,0.2,0.0
Fe,I,5858.778,5000,4.0,0.2,0.0
Fe,I,5859.586,5000,4.0,0.2,0.001
Fe,I,5861.11,5000,4.0,0.2,0.003
Fe,I,5862.357,5000,4.0,0.2,-0.001
Fe,I,5877.77,5000,4.0,0.2,0.003
Fe,I,5905.672,5000,4.0,0.2,0.001
Fe,I,5916.25,5000,4.0,0.2,0.001
Fe,I,5927.789,5000,4.0,0.2,0.001
Fe,I,5930.18,5000,4.0,0.2,-0.001
Fe,I,5855.077,5000,4.0,0.35,0.0
Fe,I,5858.778,5000,4.0,0.35,-0.0
Fe,I,5859.586,5000,4.0,0.35,-0.0
Fe,I,5861.11,5000,4.0,0.35,0.002
Fe,I,5862.357,5000,4.0,0.35,-0.002
Fe,I,5877.77,5000,4.0,0.35,0.003
Fe,I,5905.672,5000,4.0,0.35,0.0
Fe,I,5916.25,5000,4.0,0.35,0.001
Fe,I,5927.789,5000,4.0,0.35,0.001
Fe,I,5930.18,5000,4.0,0.35,-0.001
Fe,I,5855.077,5000,4.3,-0.2,0.0
